permutation,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9
"(8, 2, 3, 7, 1, 4, 6, 5)",0,1,0,0,14,0,3,0,0
"(8, 2, 3, 7, 1, 5, 4, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 3, 7, 1, 5, 6, 4)",0,1,0,0,15,1,3,0,0
"(8, 2, 3, 7, 1, 6, 4, 5)",0,0,0,0,15,1,3,0,0
"(8, 2, 3, 7, 1, 6, 5, 4)",0,1,0,0,16,0,4,0,0
"(8, 2, 3, 7, 4, 1, 5, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 3, 7, 4, 1, 6, 5)",0,1,0,0,15,1,4,0,0
"(8, 2, 3, 7, 4, 5, 1, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 3, 7, 4, 5, 6, 1)",1,1,0,0,16,0,3,0,0
"(8, 2, 3, 7, 4, 6, 1, 5)",0,0,0,0,16,0,3,0,0
"(8, 2, 3, 7, 4, 6, 5, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 3, 7, 5, 1, 4, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 3, 7, 5, 1, 6, 4)",0,1,0,0,16,0,4,0,0
"(8, 2, 3, 7, 5, 4, 1, 6)",0,0,0,0,16,0,4,0,0
"(8, 2, 3, 7, 5, 4, 6, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 3, 7, 5, 6, 1, 4)",0,0,0,0,17,1,3,0,0
"(8, 2, 3, 7, 5, 6, 4, 1)",1,1,1,0,18,0,4,0,0
"(8, 2, 3, 7, 6, 1, 4, 5)",0,0,0,0,16,0,3,0,0
"(8, 2, 3, 7, 6, 1, 5, 4)",0,1,0,0,17,1,4,0,0
"(8, 2, 3, 7, 6, 4, 1, 5)",0,0,0,0,17,1,4,0,0
"(8, 2, 3, 7, 6, 4, 5, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 3, 7, 6, 5, 1, 4)",0,0,0,0,18,0,4,0,0
"(8, 2, 3, 7, 6, 5, 4, 1)",1,1,1,0,19,1,5,0,0
"(8, 2, 4, 1, 3, 5, 6, 7)",0,0,0,0,10,0,2,0,0
"(8, 2, 4, 1, 3, 5, 7, 6)",0,1,0,0,11,1,3,0,0
"(8, 2, 4, 1, 3, 6, 5, 7)",0,0,0,0,11,1,3,0,0
"(8, 2, 4, 1, 3, 6, 7, 5)",0,1,0,0,12,0,3,0,0
"(8, 2, 4, 1, 3, 7, 5, 6)",0,0,0,0,12,0,3,0,0
"(8, 2, 4, 1, 3, 7, 6, 5)",0,1,0,0,13,1,4,0,0
"(8, 2, 4, 1, 5, 3, 6, 7)",0,0,0,0,11,1,3,0,0
"(8, 2, 4, 1, 5, 3, 7, 6)",0,1,0,0,12,0,4,0,0
"(8, 2, 4, 1, 5, 6, 3, 7)",0,0,0,0,12,0,3,0,0
"(8, 2, 4, 1, 5, 6, 7, 3)",0,1,0,0,13,1,3,0,0
"(8, 2, 4, 1, 5, 7, 3, 6)",0,0,0,0,13,1,3,0,0
"(8, 2, 4, 1, 5, 7, 6, 3)",0,1,0,0,14,0,4,0,0
"(8, 2, 4, 1, 6, 3, 5, 7)",0,0,0,0,12,0,3,0,0
"(8, 2, 4, 1, 6, 3, 7, 5)",0,1,0,0,13,1,4,0,0
"(8, 2, 4, 1, 6, 5, 3, 7)",0,0,0,0,13,1,4,0,0
"(8, 2, 4, 1, 6, 5, 7, 3)",0,1,0,0,14,0,4,0,0
"(8, 2, 4, 1, 6, 7, 3, 5)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 1, 6, 7, 5, 3)",0,1,0,0,15,1,4,0,0
"(8, 2, 4, 1, 7, 3, 5, 6)",0,0,0,0,13,1,3,0,0
"(8, 2, 4, 1, 7, 3, 6, 5)",0,1,0,0,14,0,4,0,0
"(8, 2, 4, 1, 7, 5, 3, 6)",0,0,0,0,14,0,4,0,0
"(8, 2, 4, 1, 7, 5, 6, 3)",0,1,0,0,15,1,4,0,0
"(8, 2, 4, 1, 7, 6, 3, 5)",0,0,0,0,15,1,4,0,0
"(8, 2, 4, 1, 7, 6, 5, 3)",0,1,0,0,16,0,5,0,0
"(8, 2, 4, 3, 1, 5, 6, 7)",0,0,0,0,11,1,3,0,0
"(8, 2, 4, 3, 1, 5, 7, 6)",0,1,0,0,12,0,4,0,0
"(8, 2, 4, 3, 1, 6, 5, 7)",0,0,0,0,12,0,4,0,0
"(8, 2, 4, 3, 1, 6, 7, 5)",0,1,0,0,13,1,4,0,0
"(8, 2, 4, 3, 1, 7, 5, 6)",0,0,0,0,13,1,4,0,0
"(8, 2, 4, 3, 1, 7, 6, 5)",0,1,0,0,14,0,5,0,0
"(8, 2, 4, 3, 5, 1, 6, 7)",0,0,0,0,12,0,3,0,0
"(8, 2, 4, 3, 5, 1, 7, 6)",0,1,0,0,13,1,4,0,0
"(8, 2, 4, 3, 5, 6, 1, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 4, 3, 5, 6, 7, 1)",1,1,1,0,14,0,3,0,0
"(8, 2, 4, 3, 5, 7, 1, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 3, 5, 7, 6, 1)",1,1,1,0,15,1,4,0,0
"(8, 2, 4, 3, 6, 1, 5, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 4, 3, 6, 1, 7, 5)",0,1,0,0,14,0,4,0,0
"(8, 2, 4, 3, 6, 5, 1, 7)",0,0,0,0,14,0,4,0,0
"(8, 2, 4, 3, 6, 5, 7, 1)",1,1,1,0,15,1,4,0,0
"(8, 2, 4, 3, 6, 7, 1, 5)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 3, 6, 7, 5, 1)",1,1,0,0,16,0,4,0,0
"(8, 2, 4, 3, 7, 1, 5, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 3, 7, 1, 6, 5)",0,1,0,0,15,1,4,0,0
"(8, 2, 4, 3, 7, 5, 1, 6)",0,0,0,0,15,1,4,0,0
"(8, 2, 4, 3, 7, 5, 6, 1)",1,1,0,0,16,0,4,0,0
"(8, 2, 4, 3, 7, 6, 1, 5)",0,0,0,0,16,0,4,0,0
"(8, 2, 4, 3, 7, 6, 5, 1)",1,1,1,0,17,1,5,0,0
"(8, 2, 4, 5, 1, 3, 6, 7)",0,0,0,0,12,0,2,0,0
"(8, 2, 4, 5, 1, 3, 7, 6)",0,1,0,0,13,1,3,0,0
"(8, 2, 4, 5, 1, 6, 3, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 4, 5, 1, 6, 7, 3)",0,1,0,0,14,0,3,0,0
"(8, 2, 4, 5, 1, 7, 3, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 5, 1, 7, 6, 3)",0,1,0,0,15,1,4,0,0
"(8, 2, 4, 5, 3, 1, 6, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 4, 5, 3, 1, 7, 6)",0,1,0,0,14,0,4,0,0
"(8, 2, 4, 5, 3, 6, 1, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 5, 3, 6, 7, 1)",1,1,0,0,15,1,3,0,0
"(8, 2, 4, 5, 3, 7, 1, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 5, 3, 7, 6, 1)",1,1,0,0,16,0,4,0,0
"(8, 2, 4, 5, 6, 1, 3, 7)",0,0,0,0,14,0,2,0,0
"(8, 2, 4, 5, 6, 1, 7, 3)",0,1,0,0,15,1,3,0,0
"(8, 2, 4, 5, 6, 3, 1, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 5, 6, 3, 7, 1)",1,1,0,0,16,0,3,0,0
"(8, 2, 4, 5, 6, 7, 1, 3)",0,0,0,0,16,0,2,0,0
"(8, 2, 4, 5, 6, 7, 3, 1)",1,1,0,0,17,1,3,0,0
"(8, 2, 4, 5, 7, 1, 3, 6)",0,0,0,0,15,1,2,0,0
"(8, 2, 4, 5, 7, 1, 6, 3)",0,1,0,0,16,0,3,0,0
"(8, 2, 4, 5, 7, 3, 1, 6)",0,0,0,0,16,0,3,0,0
"(8, 2, 4, 5, 7, 3, 6, 1)",1,1,0,0,17,1,3,0,0
"(8, 2, 4, 5, 7, 6, 1, 3)",0,0,0,0,17,1,3,0,0
"(8, 2, 4, 5, 7, 6, 3, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 4, 6, 1, 3, 5, 7)",0,0,0,0,13,1,2,0,0
"(8, 2, 4, 6, 1, 3, 7, 5)",0,1,0,0,14,0,3,0,0
"(8, 2, 4, 6, 1, 5, 3, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 6, 1, 5, 7, 3)",0,1,0,0,15,1,3,0,0
"(8, 2, 4, 6, 1, 7, 3, 5)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 6, 1, 7, 5, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 4, 6, 3, 1, 5, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 4, 6, 3, 1, 7, 5)",0,1,0,0,15,1,4,0,0
"(8, 2, 4, 6, 3, 5, 1, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 6, 3, 5, 7, 1)",1,1,0,0,16,0,3,0,0
"(8, 2, 4, 6, 3, 7, 1, 5)",0,0,0,0,16,0,3,0,0
"(8, 2, 4, 6, 3, 7, 5, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 4, 6, 5, 1, 3, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 6, 5, 1, 7, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 4, 6, 5, 3, 1, 7)",0,0,0,0,16,0,4,0,0
"(8, 2, 4, 6, 5, 3, 7, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 4, 6, 5, 7, 1, 3)",0,0,0,0,17,1,3,0,0
"(8, 2, 4, 6, 5, 7, 3, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 4, 6, 7, 1, 3, 5)",0,0,0,0,16,0,2,0,0
"(8, 2, 4, 6, 7, 1, 5, 3)",0,1,0,0,17,1,3,0,0
"(8, 2, 4, 6, 7, 3, 1, 5)",0,0,0,0,17,1,3,0,0
"(8, 2, 4, 6, 7, 3, 5, 1)",1,1,0,0,18,0,3,0,0
"(8, 2, 4, 6, 7, 5, 1, 3)",0,0,0,0,18,0,3,0,0
"(8, 2, 4, 6, 7, 5, 3, 1)",1,1,0,0,19,1,4,0,0
"(8, 2, 4, 7, 1, 3, 5, 6)",0,0,0,0,14,0,2,0,0
"(8, 2, 4, 7, 1, 3, 6, 5)",0,1,0,0,15,1,3,0,0
"(8, 2, 4, 7, 1, 5, 3, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 7, 1, 5, 6, 3)",0,1,0,0,16,0,3,0,0
"(8, 2, 4, 7, 1, 6, 3, 5)",0,0,0,0,16,0,3,0,0
"(8, 2, 4, 7, 1, 6, 5, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 4, 7, 3, 1, 5, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 4, 7, 3, 1, 6, 5)",0,1,0,0,16,0,4,0,0
"(8, 2, 4, 7, 3, 5, 1, 6)",0,0,0,0,16,0,3,0,0
"(8, 2, 4, 7, 3, 5, 6, 1)",1,1,0,0,17,1,3,0,0
"(8, 2, 4, 7, 3, 6, 1, 5)",0,0,0,0,17,1,3,0,0
"(8, 2, 4, 7, 3, 6, 5, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 4, 7, 5, 1, 3, 6)",0,0,0,0,16,0,3,0,0
"(8, 2, 4, 7, 5, 1, 6, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 4, 7, 5, 3, 1, 6)",0,0,0,0,17,1,4,0,0
"(8, 2, 4, 7, 5, 3, 6, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 4, 7, 5, 6, 1, 3)",0,0,0,0,18,0,3,0,0
"(8, 2, 4, 7, 5, 6, 3, 1)",1,1,0,0,19,1,4,0,0
"(8, 2, 4, 7, 6, 1, 3, 5)",0,0,0,0,17,1,3,0,0
"(8, 2, 4, 7, 6, 1, 5, 3)",0,1,0,0,18,0,4,0,0
"(8, 2, 4, 7, 6, 3, 1, 5)",0,0,0,0,18,0,4,0,0
"(8, 2, 4, 7, 6, 3, 5, 1)",1,1,0,0,19,1,4,0,0
"(8, 2, 4, 7, 6, 5, 1, 3)",0,0,0,0,19,1,4,0,0
"(8, 2, 4, 7, 6, 5, 3, 1)",1,1,0,0,20,0,5,0,0
"(8, 2, 5, 1, 3, 4, 6, 7)",0,0,0,0,11,1,2,0,0
"(8, 2, 5, 1, 3, 4, 7, 6)",0,1,0,0,12,0,3,0,0
"(8, 2, 5, 1, 3, 6, 4, 7)",0,0,0,0,12,0,3,0,0
"(8, 2, 5, 1, 3, 6, 7, 4)",0,1,0,0,13,1,3,0,0
"(8, 2, 5, 1, 3, 7, 4, 6)",0,0,0,0,13,1,3,0,0
"(8, 2, 5, 1, 3, 7, 6, 4)",0,1,0,0,14,0,4,0,0
"(8, 2, 5, 1, 4, 3, 6, 7)",0,0,0,0,12,0,3,0,0
"(8, 2, 5, 1, 4, 3, 7, 6)",0,1,0,0,13,1,4,0,0
"(8, 2, 5, 1, 4, 6, 3, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 5, 1, 4, 6, 7, 3)",0,1,0,0,14,0,3,0,0
"(8, 2, 5, 1, 4, 7, 3, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 5, 1, 4, 7, 6, 3)",0,1,0,0,15,1,4,0,0
"(8, 2, 5, 1, 6, 3, 4, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 5, 1, 6, 3, 7, 4)",0,1,0,0,14,0,4,0,0
"(8, 2, 5, 1, 6, 4, 3, 7)",0,0,0,0,14,0,4,0,0
"(8, 2, 5, 1, 6, 4, 7, 3)",0,1,0,0,15,1,4,0,0
"(8, 2, 5, 1, 6, 7, 3, 4)",0,0,0,0,15,1,3,0,0
"(8, 2, 5, 1, 6, 7, 4, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 5, 1, 7, 3, 4, 6)",0,0,0,0,14,0,3,0,0
"(8, 2, 5, 1, 7, 3, 6, 4)",0,1,0,0,15,1,4,0,0
"(8, 2, 5, 1, 7, 4, 3, 6)",0,0,0,0,15,1,4,0,0
"(8, 2, 5, 1, 7, 4, 6, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 5, 1, 7, 6, 3, 4)",0,0,0,0,16,0,4,0,0
"(8, 2, 5, 1, 7, 6, 4, 3)",0,1,0,0,17,1,5,0,0
"(8, 2, 5, 3, 1, 4, 6, 7)",0,0,0,0,12,0,3,0,0
"(8, 2, 5, 3, 1, 4, 7, 6)",0,1,0,0,13,1,4,0,0
"(8, 2, 5, 3, 1, 6, 4, 7)",0,0,0,0,13,1,4,0,0
"(8, 2, 5, 3, 1, 6, 7, 4)",0,1,0,0,14,0,4,0,0
"(8, 2, 5, 3, 1, 7, 4, 6)",0,0,0,0,14,0,4,0,0
"(8, 2, 5, 3, 1, 7, 6, 4)",0,1,0,0,15,1,5,0,0
"(8, 2, 5, 3, 4, 1, 6, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 5, 3, 4, 1, 7, 6)",0,1,0,0,14,0,4,0,0
"(8, 2, 5, 3, 4, 6, 1, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 5, 3, 4, 6, 7, 1)",1,1,0,0,15,1,3,0,0
"(8, 2, 5, 3, 4, 7, 1, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 5, 3, 4, 7, 6, 1)",1,1,0,0,16,0,4,0,0
"(8, 2, 5, 3, 6, 1, 4, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 5, 3, 6, 1, 7, 4)",0,1,0,0,15,1,4,0,0
"(8, 2, 5, 3, 6, 4, 1, 7)",0,0,0,0,15,1,4,0,0
"(8, 2, 5, 3, 6, 4, 7, 1)",1,1,0,0,16,0,4,0,0
"(8, 2, 5, 3, 6, 7, 1, 4)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 3, 6, 7, 4, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 5, 3, 7, 1, 4, 6)",0,0,0,0,15,1,3,0,0
"(8, 2, 5, 3, 7, 1, 6, 4)",0,1,0,0,16,0,4,0,0
"(8, 2, 5, 3, 7, 4, 1, 6)",0,0,0,0,16,0,4,0,0
"(8, 2, 5, 3, 7, 4, 6, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 5, 3, 7, 6, 1, 4)",0,0,0,0,17,1,4,0,0
"(8, 2, 5, 3, 7, 6, 4, 1)",1,1,0,0,18,0,5,0,0
"(8, 2, 5, 4, 1, 3, 6, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 5, 4, 1, 3, 7, 6)",0,1,0,0,14,0,4,0,0
"(8, 2, 5, 4, 1, 6, 3, 7)",0,0,0,0,14,0,4,0,0
"(8, 2, 5, 4, 1, 6, 7, 3)",0,1,0,0,15,1,4,0,0
"(8, 2, 5, 4, 1, 7, 3, 6)",0,0,0,0,15,1,4,0,0
"(8, 2, 5, 4, 1, 7, 6, 3)",0,1,0,0,16,0,5,0,0
"(8, 2, 5, 4, 3, 1, 6, 7)",0,0,0,0,14,0,4,0,0
"(8, 2, 5, 4, 3, 1, 7, 6)",0,1,0,0,15,1,5,0,0
"(8, 2, 5, 4, 3, 6, 1, 7)",0,0,0,0,15,1,4,0,0
"(8, 2, 5, 4, 3, 6, 7, 1)",1,1,1,0,16,0,4,0,0
"(8, 2, 5, 4, 3, 7, 1, 6)",0,0,0,0,16,0,4,0,0
"(8, 2, 5, 4, 3, 7, 6, 1)",1,1,1,0,17,1,5,0,0
"(8, 2, 5, 4, 6, 1, 3, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 5, 4, 6, 1, 7, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 5, 4, 6, 3, 1, 7)",0,0,0,0,16,0,4,0,0
"(8, 2, 5, 4, 6, 3, 7, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 5, 4, 6, 7, 1, 3)",0,0,0,0,17,1,3,0,0
"(8, 2, 5, 4, 6, 7, 3, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 5, 4, 7, 1, 3, 6)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 4, 7, 1, 6, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 5, 4, 7, 3, 1, 6)",0,0,0,0,17,1,4,0,0
"(8, 2, 5, 4, 7, 3, 6, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 5, 4, 7, 6, 1, 3)",0,0,0,0,18,0,4,0,0
"(8, 2, 5, 4, 7, 6, 3, 1)",1,1,0,0,19,1,5,0,0
"(8, 2, 5, 6, 1, 3, 4, 7)",0,0,0,0,14,0,2,0,0
"(8, 2, 5, 6, 1, 3, 7, 4)",0,1,0,0,15,1,3,0,0
"(8, 2, 5, 6, 1, 4, 3, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 5, 6, 1, 4, 7, 3)",0,1,0,0,16,0,3,0,0
"(8, 2, 5, 6, 1, 7, 3, 4)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 6, 1, 7, 4, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 5, 6, 3, 1, 4, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 5, 6, 3, 1, 7, 4)",0,1,0,0,16,0,4,0,0
"(8, 2, 5, 6, 3, 4, 1, 7)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 6, 3, 4, 7, 1)",1,1,1,0,17,1,3,0,0
"(8, 2, 5, 6, 3, 7, 1, 4)",0,0,0,0,17,1,3,0,0
"(8, 2, 5, 6, 3, 7, 4, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 5, 6, 4, 1, 3, 7)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 6, 4, 1, 7, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 5, 6, 4, 3, 1, 7)",0,0,0,0,17,1,4,0,0
"(8, 2, 5, 6, 4, 3, 7, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 5, 6, 4, 7, 1, 3)",0,0,0,0,18,0,3,0,0
"(8, 2, 5, 6, 4, 7, 3, 1)",1,1,0,0,19,1,4,0,0
"(8, 2, 5, 6, 7, 1, 3, 4)",0,0,0,0,17,1,2,0,0
"(8, 2, 5, 6, 7, 1, 4, 3)",0,1,0,0,18,0,3,0,0
"(8, 2, 5, 6, 7, 3, 1, 4)",0,0,0,0,18,0,3,0,0
"(8, 2, 5, 6, 7, 3, 4, 1)",1,1,0,0,19,1,3,0,0
"(8, 2, 5, 6, 7, 4, 1, 3)",0,0,0,0,19,1,3,0,0
"(8, 2, 5, 6, 7, 4, 3, 1)",1,1,0,0,20,0,4,0,0
"(8, 2, 5, 7, 1, 3, 4, 6)",0,0,0,0,15,1,2,0,0
"(8, 2, 5, 7, 1, 3, 6, 4)",0,1,0,0,16,0,3,0,0
"(8, 2, 5, 7, 1, 4, 3, 6)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 7, 1, 4, 6, 3)",0,1,0,0,17,1,3,0,0
"(8, 2, 5, 7, 1, 6, 3, 4)",0,0,0,0,17,1,3,0,0
"(8, 2, 5, 7, 1, 6, 4, 3)",0,1,0,0,18,0,4,0,0
"(8, 2, 5, 7, 3, 1, 4, 6)",0,0,0,0,16,0,3,0,0
"(8, 2, 5, 7, 3, 1, 6, 4)",0,1,0,0,17,1,4,0,0
"(8, 2, 5, 7, 3, 4, 1, 6)",0,0,0,0,17,1,3,0,0
"(8, 2, 5, 7, 3, 4, 6, 1)",1,1,0,0,18,0,3,0,0
"(8, 2, 5, 7, 3, 6, 1, 4)",0,0,0,0,18,0,3,0,0
"(8, 2, 5, 7, 3, 6, 4, 1)",1,1,1,0,19,1,4,0,0
"(8, 2, 5, 7, 4, 1, 3, 6)",0,0,0,0,17,1,3,0,0
"(8, 2, 5, 7, 4, 1, 6, 3)",0,1,0,0,18,0,4,0,0
"(8, 2, 5, 7, 4, 3, 1, 6)",0,0,0,0,18,0,4,0,0
"(8, 2, 5, 7, 4, 3, 6, 1)",1,1,0,0,19,1,4,0,0
"(8, 2, 5, 7, 4, 6, 1, 3)",0,0,0,0,19,1,3,0,0
"(8, 2, 5, 7, 4, 6, 3, 1)",1,1,0,0,20,0,4,0,0
"(8, 2, 5, 7, 6, 1, 3, 4)",0,0,0,0,18,0,3,0,0
"(8, 2, 5, 7, 6, 1, 4, 3)",0,1,0,0,19,1,4,0,0
"(8, 2, 5, 7, 6, 3, 1, 4)",0,0,0,0,19,1,4,0,0
"(8, 2, 5, 7, 6, 3, 4, 1)",1,1,0,0,20,0,4,0,0
"(8, 2, 5, 7, 6, 4, 1, 3)",0,0,0,0,20,0,4,0,0
"(8, 2, 5, 7, 6, 4, 3, 1)",1,1,0,0,21,1,5,0,0
"(8, 2, 6, 1, 3, 4, 5, 7)",0,0,0,0,12,0,2,0,0
"(8, 2, 6, 1, 3, 4, 7, 5)",0,1,0,0,13,1,3,0,0
"(8, 2, 6, 1, 3, 5, 4, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 6, 1, 3, 5, 7, 4)",0,1,0,0,14,0,3,0,0
"(8, 2, 6, 1, 3, 7, 4, 5)",0,0,0,0,14,0,3,0,0
"(8, 2, 6, 1, 3, 7, 5, 4)",0,1,0,0,15,1,4,0,0
"(8, 2, 6, 1, 4, 3, 5, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 6, 1, 4, 3, 7, 5)",0,1,0,0,14,0,4,0,0
"(8, 2, 6, 1, 4, 5, 3, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 6, 1, 4, 5, 7, 3)",0,1,0,0,15,1,3,0,0
"(8, 2, 6, 1, 4, 7, 3, 5)",0,0,0,0,15,1,3,0,0
"(8, 2, 6, 1, 4, 7, 5, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 6, 1, 5, 3, 4, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 6, 1, 5, 3, 7, 4)",0,1,0,0,15,1,4,0,0
"(8, 2, 6, 1, 5, 4, 3, 7)",0,0,0,0,15,1,4,0,0
"(8, 2, 6, 1, 5, 4, 7, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 6, 1, 5, 7, 3, 4)",0,0,0,0,16,0,3,0,0
"(8, 2, 6, 1, 5, 7, 4, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 6, 1, 7, 3, 4, 5)",0,0,0,0,15,1,3,0,0
"(8, 2, 6, 1, 7, 3, 5, 4)",0,1,0,0,16,0,4,0,0
"(8, 2, 6, 1, 7, 4, 3, 5)",0,0,0,0,16,0,4,0,0
"(8, 2, 6, 1, 7, 4, 5, 3)",0,1,0,0,17,1,4,0,0
"(8, 2, 6, 1, 7, 5, 3, 4)",0,0,0,0,17,1,4,0,0
"(8, 2, 6, 1, 7, 5, 4, 3)",0,1,0,0,18,0,5,0,0
"(8, 2, 6, 3, 1, 4, 5, 7)",0,0,0,0,13,1,3,0,0
"(8, 2, 6, 3, 1, 4, 7, 5)",0,1,0,0,14,0,4,0,0
"(8, 2, 6, 3, 1, 5, 4, 7)",0,0,0,0,14,0,4,0,0
"(8, 2, 6, 3, 1, 5, 7, 4)",0,1,0,0,15,1,4,0,0
"(8, 2, 6, 3, 1, 7, 4, 5)",0,0,0,0,15,1,4,0,0
"(8, 2, 6, 3, 1, 7, 5, 4)",0,1,0,0,16,0,5,0,0
"(8, 2, 6, 3, 4, 1, 5, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 6, 3, 4, 1, 7, 5)",0,1,0,0,15,1,4,0,0
"(8, 2, 6, 3, 4, 5, 1, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 6, 3, 4, 5, 7, 1)",1,1,0,0,16,0,3,0,0
"(8, 2, 6, 3, 4, 7, 1, 5)",0,0,0,0,16,0,3,0,0
"(8, 2, 6, 3, 4, 7, 5, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 6, 3, 5, 1, 4, 7)",0,0,0,0,15,1,3,0,0
"(8, 2, 6, 3, 5, 1, 7, 4)",0,1,0,0,16,0,4,0,0
"(8, 2, 6, 3, 5, 4, 1, 7)",0,0,0,0,16,0,4,0,0
"(8, 2, 6, 3, 5, 4, 7, 1)",1,1,0,0,17,1,4,0,0
"(8, 2, 6, 3, 5, 7, 1, 4)",0,0,0,0,17,1,3,0,0
"(8, 2, 6, 3, 5, 7, 4, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 6, 3, 7, 1, 4, 5)",0,0,0,0,16,0,3,0,0
"(8, 2, 6, 3, 7, 1, 5, 4)",0,1,0,0,17,1,4,0,0
"(8, 2, 6, 3, 7, 4, 1, 5)",0,0,0,0,17,1,4,0,0
"(8, 2, 6, 3, 7, 4, 5, 1)",1,1,0,0,18,0,4,0,0
"(8, 2, 6, 3, 7, 5, 1, 4)",0,0,0,0,18,0,4,0,0
"(8, 2, 6, 3, 7, 5, 4, 1)",1,1,0,0,19,1,5,0,0
"(8, 2, 6, 4, 1, 3, 5, 7)",0,0,0,0,14,0,3,0,0
"(8, 2, 6, 4, 1, 3, 7, 5)",0,1,0,0,15,1,4,0,0
"(8, 2, 6, 4, 1, 5, 3, 7)",0,0,0,0,15,1,4,0,0
"(8, 2, 6, 4, 1, 5, 7, 3)",0,1,0,0,16,0,4,0,0
"(8, 2, 6, 4, 1, 7, 3, 5)",0,0,0,0,16,0,4,0,0
"(8, 2, 6, 4, 1, 7, 5, 3)",0,1,0,0,17,1,5,0,0
